# chrom	start	end	chrom	start	end	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep
chr14	44340439	44341514	chr14	44340439	44341513	0.92	0.89	0.76	0.92	0.9	0.92	0.9	0.88	0.91	0.92	0.91	0.93	0.92	0.91	0.91	0.62	0.9	0.91	0.92	0.9	0.91	0.89	0.91	0.93	0.92	0.7	0.22	0.92	0.89	0.93	0.94
chr14	46854119	46854411	chr14	46854119	46854410	0.91	0.92	0.95	0.95	0.97	0.85	0.94	0.88	0.95	0.95	0.89	0.75	0.89	0.11	0.95	0.59	0.91	0.94	0.93	0.92	0.95	0.92	0.94	0.96	0.96	0.97	0.97	0.95	0.92	0.95	0.95
chr14	49517951	49518001	chr14	49517951	49518000	0.97	0.97	0.98	1.0	0.99	0.99	0.99	0.93	1.0	0.99	0.98	0.98	0.07	0.94	0.98	0.68	0.97	0.97	0.98	0.97	0.99	0.98	0.98	0.98	0.93	0.99	0.99	0.99	0.95	0.97	0.97
chr14	50604934	50605126	chr14	50604934	50605125	0.96	0.96	0.97	0.94	0.97	0.97	0.97	0.93	0.95	0.97	0.98	0.97	0.97	0.96	0.97	0.91	0.96	0.96	0.97	0.97	0.97	0.96	0.96	0.96	0.99	0.98	0.95	0.98	0.15	0.95	0.96
chr14	50835875	50836194	chr14	50835875	50836193	0.92	0.94	0.93	0.94	0.93	0.94	0.92	0.92	0.9	0.92	0.79	0.93	0.94	0.89	0.93	0.74	0.92	0.78	0.93	0.94	0.94	0.84	0.67	0.8	0.35	0.94	0.93	0.83	0.67	0.67	0.79
chr14	51061095	51061694	chr14	51061095	51061693	0.94	0.95	0.95	0.91	0.96	0.94	0.97	0.93	0.97	0.96	0.96	0.88	0.96	0.97	0.93	0.7	0.93	0.9	0.96	0.97	0.94	0.93	0.19	0.95	0.96	0.96	0.92	0.92	0.96	0.96	0.96
chr14	51556554	51557567	chr14	51556554	51557566	0.87	0.87	0.9	0.42	0.3	0.9	0.91	0.88	0.96	0.72	0.85	0.86	0.94	0.92	0.85	0.65	0.88	0.92	0.92	0.93	0.9	0.85	0.9	0.91	0.92	0.93	0.87	0.9	0.85	0.9	0.85
chr14	51894317	51894733	chr14	51894317	51894732	0.89	0.92	0.91	0.94	0.94	0.91	0.83	0.8	0.73	0.77	0.63	0.89	0.93	0.27	0.88	0.62	0.82	0.9	0.89	0.89	0.88	0.91	0.92	0.93	0.94	0.94	0.93	0.65	0.91	0.89	0.88
chr14	52194258	52194548	chr14	52194258	52194547	0.94	0.95	0.97	0.97	0.95	0.96	0.96	0.89	0.95	0.92	0.95	0.92	0.97	0.96	0.96	0.76	0.89	0.85	0.82	0.24	0.95	0.96	0.94	0.94	0.95	0.93	0.93	0.95	0.94	0.95	0.96
chr14	52197983	52198357	chr14	52197983	52198356	0.87	0.88	0.89	0.91	0.91	0.86	0.28	0.62	0.54	0.81	0.62	0.88	0.88	0.85	0.9	0.61	0.83	0.88	0.88	0.91	0.82	0.87	0.77	0.9	0.92	0.91	0.91	0.64	0.68	0.86	0.83
chr14	52477279	52477727	chr14	52477279	52477726	0.97	0.94	0.13	0.86	0.98	0.98	0.99	0.94	0.96	0.95	0.95	0.98	0.99	0.99	0.98	0.83	0.99	0.99	0.98	0.98	0.99	0.97	0.88	0.99	0.97	0.98	0.98	0.92	0.98	0.99	0.99
chr14	52657937	52658002	chr14	52657937	52658001	0.98	0.97	0.97	0.18	0.94	0.9	0.96	0.94	0.93	0.95	0.91	0.99	0.98	0.97	0.86	0.83	0.98	0.99	0.98	0.96	0.99	0.92	0.97	0.97	0.97	0.91	0.91	0.97	0.97	0.97	0.96
chr14	52771706	52772014	chr14	52771706	52772013	0.89	0.94	0.94	0.95	0.96	0.93	0.93	0.84	0.95	0.93	0.92	0.96	0.95	0.95	0.95	0.79	0.96	0.95	0.79	0.18	0.95	0.94	0.94	0.96	0.95	0.95	0.97	0.95	0.94	0.89	0.95
chr14	53200199	53200644	chr14	53200199	53200643	0.89	0.9	0.91	0.81	0.88	0.92	0.9	0.9	0.9	0.91	0.92	0.77	0.93	0.35	0.83	0.82	0.92	0.94	0.92	0.92	0.93	0.89	0.9	0.91	0.91	0.92	0.9	0.91	0.9	0.91	0.92
chr14	54016533	54016806	chr14	54016533	54016805	0.64	0.33	0.9	0.93	0.94	0.8	0.96	0.85	0.89	0.85	0.87	0.69	0.55	0.96	0.91	0.67	0.9	0.92	0.9	0.92	0.71	0.89	0.94	0.94	0.85	0.89	0.78	0.96	0.81	0.93	0.9
chr14	55015560	55015690	chr14	55015560	55015689	0.95	0.96	0.97	0.97	0.98	0.95	0.95	0.92	0.94	0.95	0.95	0.94	0.17	0.96	0.95	0.6	0.93	0.95	0.96	0.97	0.95	0.94	0.95	0.93	0.91	0.96	0.97	0.94	0.95	0.94	0.93
chr14	55206369	55206541	chr14	55206369	55206540	0.92	0.82	0.87	0.94	0.96	0.96	0.92	0.88	0.9	0.91	0.92	0.89	0.88	0.94	0.89	0.58	0.88	0.89	0.93	0.93	0.95	0.82	0.59	0.6	0.24	0.77	0.95	0.63	0.85	0.9	0.9
chr14	55386502	55386746	chr14	55386502	55386745	0.89	0.9	0.92	0.91	0.92	0.9	0.89	0.78	0.64	0.48	0.24	0.9	0.9	0.91	0.9	0.69	0.88	0.9	0.91	0.92	0.88	0.9	0.85	0.9	0.9	0.91	0.92	0.81	0.86	0.87	0.87
chr14	56008366	56009081	chr14	56008366	56009080	0.82	0.84	0.87	0.84	0.88	0.88	0.86	0.81	0.74	0.64	0.6	0.83	0.87	0.74	0.77	0.57	0.82	0.84	0.87	0.85	0.85	0.74	0.85	0.69	0.27	0.52	0.87	0.85	0.86	0.86	0.84
chr14	56607983	56608366	chr14	56607983	56608365	0.93	0.91	0.95	0.94	0.9	0.88	0.94	0.77	0.94	0.95	0.95	0.76	0.95	0.96	0.95	0.68	0.9	0.94	0.94	0.88	0.92	0.91	0.95	0.94	0.95	0.46	0.75	0.95	0.94	0.95	0.95
chr14	56677404	56677888	chr14	56677404	56677887	0.78	0.8	0.83	0.71	0.83	0.85	0.88	0.77	0.9	0.91	0.91	0.77	0.86	0.88	0.78	0.62	0.77	0.29	0.83	0.81	0.78	0.87	0.88	0.89	0.88	0.84	0.8	0.9	0.9	0.9	0.9
chr14	56735183	56735939	chr14	56735183	56735938	0.9	0.9	0.8	0.92	0.92	0.8	0.92	0.91	0.91	0.92	0.91	0.87	0.9	0.92	0.91	0.68	0.87	0.9	0.89	0.89	0.89	0.87	0.88	0.81	0.28	0.9	0.91	0.91	0.91	0.88	0.85
chr14	58976251	58976885	chr14	58976251	58976884	0.97	0.97	0.97	0.98	0.97	0.97	0.98	0.91	0.96	0.96	0.95	0.9	0.97	0.97	0.96	0.88	0.97	0.98	0.97	0.97	0.97	0.97	0.96	0.97	0.95	0.97	0.98	0.95	0.19	0.96	0.98
chr14	59165531	59165760	chr14	59165531	59165759	0.92	0.93	0.95	0.93	0.91	0.9	0.9	0.79	0.83	0.84	0.81	0.93	0.83	0.84	0.9	0.68	0.93	0.92	0.94	0.95	0.95	0.86	0.73	0.9	0.93	0.83	0.95	0.25	0.91	0.91	0.92
chr14	59825287	59825493	chr14	59825287	59825492	0.92	0.96	0.23	0.97	0.97	0.98	0.99	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.97	0.87	0.97	0.98	0.94	0.86	0.97	0.92	0.96	0.98	0.98	0.98	0.98	0.93	0.98	0.88	0.95
chr14	61085530	61085670	chr14	61085530	61085669	0.96	0.97	0.98	0.98	0.97	0.98	0.96	0.94	0.98	0.96	0.97	0.98	0.98	0.97	0.98	0.74	0.96	0.96	0.96	0.97	0.97	0.97	0.77	0.95	0.98	0.97	0.99	0.27	0.86	0.97	0.96
chr14	61150821	61150872	chr14	61150821	61150871	0.99	0.99	0.99	0.99	0.99	0.98	0.99	0.99	1.0	0.98	0.99	0.99	0.99	1.0	0.94	0.71	0.99	0.97	0.99	0.99	1.0	0.94	0.15	0.96	0.98	1.0	1.0	0.98	0.99	0.98	0.98
chr14	61152442	61153418	chr14	61152442	61153417	0.93	0.93	0.94	0.96	0.95	0.96	0.95	0.94	0.96	0.93	0.91	0.96	0.95	0.94	0.89	0.67	0.92	0.93	0.94	0.95	0.93	0.86	0.42	0.95	0.94	0.94	0.95	0.79	0.94	0.88	0.9
chr14	61587878	61588098	chr14	61587878	61588097	0.89	0.94	0.96	0.97	0.96	0.91	0.94	0.91	0.92	0.95	0.94	0.96	0.96	0.85	0.78	0.63	0.95	0.93	0.23	0.81	0.74	0.94	0.78	0.94	0.82	0.97	0.96	0.92	0.94	0.93	0.92
chr14	61799216	61799678	chr14	61799216	61799677	0.91	0.87	0.98	0.98	0.98	0.95	0.98	0.94	0.96	0.97	0.98	0.96	0.98	0.98	0.97	0.71	0.07	0.12	0.91	0.88	0.94	0.97	0.9	0.82	0.94	0.95	0.97	0.97	0.96	0.95	0.96
chr14	61799787	61801202	chr14	61799787	61801201	0.87	0.83	0.88	0.9	0.91	0.91	0.94	0.9	0.92	0.9	0.93	0.93	0.91	0.94	0.92	0.65	0.2	0.25	0.89	0.93	0.89	0.91	0.89	0.93	0.92	0.92	0.93	0.92	0.9	0.91	0.92
chr14	62002255	62002703	chr14	62002255	62002702	0.93	0.92	0.84	0.93	0.93	0.93	0.94	0.9	0.93	0.92	0.94	0.85	0.79	0.87	0.89	0.66	0.89	0.81	0.92	0.93	0.94	0.92	0.83	0.94	0.94	0.94	0.94	0.3	0.88	0.9	0.88
chr14	62056737	62056968	chr14	62056737	62056967	0.97	0.95	0.99	0.89	0.97	0.99	0.94	0.94	0.92	0.99	0.99	0.09	0.96	0.99	0.97	0.58	0.95	0.65	0.91	0.88	0.71	0.98	0.97	0.98	0.98	0.99	0.99	0.98	0.97	0.87	0.98
chr14	62106208	62106229	chr14	62106208	62106228	1.0	1.0	1.0	0.99	0.99	1.0	1.0	1.0	1.0	0.97	1.0	1.0	0.99	0.98	1.0	0.75	0.99	1.0	0.99	1.0	1.0	0.99	1.0	0.98	1.0	0.98	0.98	0.99	1.0	0.08	0.99
chr14	62263030	62263982	chr14	62263030	62263981	0.83	0.88	0.89	0.91	0.87	0.92	0.9	0.86	0.89	0.88	0.9	0.85	0.91	0.88	0.86	0.69	0.87	0.88	0.9	0.89	0.89	0.86	0.86	0.29	0.6	0.75	0.86	0.89	0.89	0.88	0.87
chr14	62586169	62586691	chr14	62586169	62586690	0.82	0.84	0.87	0.89	0.65	0.76	0.86	0.8	0.24	0.49	0.5	0.86	0.9	0.86	0.86	0.58	0.78	0.83	0.85	0.84	0.87	0.86	0.88	0.89	0.87	0.87	0.88	0.86	0.84	0.79	0.78
chr14	63872854	63872912	chr14	63872854	63872911	0.96	0.93	0.99	0.98	0.99	0.98	1.0	0.99	1.0	0.99	0.99	0.99	0.99	0.99	0.98	0.95	0.99	0.99	0.99	1.0	0.99	0.93	0.82	0.9	0.99	0.99	0.98	0.16	0.99	0.99	0.99
chr14	65021982	65022099	chr14	65021982	65022098	0.97	0.96	0.97	0.94	0.94	0.96	0.34	0.91	0.88	0.9	0.96	0.98	0.99	0.98	0.98	0.77	0.96	0.98	0.98	0.99	0.98	0.98	0.98	0.99	0.98	0.98	0.99	0.96	0.97	0.9	0.76
chr14	65041274	65042432	chr14	65041274	65042431	0.83	0.87	0.78	0.79	0.88	0.89	0.88	0.86	0.88	0.87	0.86	0.78	0.87	0.89	0.87	0.74	0.86	0.88	0.89	0.9	0.86	0.64	0.3	0.82	0.87	0.87	0.88	0.85	0.88	0.87	0.89
chr14	65257311	65258066	chr14	65257311	65258065	0.93	0.95	0.94	0.85	0.88	0.96	0.96	0.96	0.94	0.93	0.95	0.95	0.9	0.96	0.94	0.94	0.94	0.95	0.95	0.96	0.94	0.94	0.94	0.94	0.94	0.84	0.3	0.95	0.96	0.97	0.96
chr14	65434870	65435189	chr14	65434870	65435188	0.91	0.95	0.93	0.78	0.25	0.97	0.96	0.94	0.91	0.89	0.91	0.93	0.96	0.97	0.92	0.55	0.95	0.94	0.95	0.96	0.96	0.95	0.96	0.97	0.91	0.97	0.95	0.97	0.97	0.97	0.97
chr14	65546250	65546528	chr14	65546250	65546527	0.86	0.86	0.79	0.73	0.93	0.94	0.94	0.93	0.93	0.94	0.94	0.93	0.91	0.91	0.51	0.81	0.94	0.95	0.94	0.85	0.95	0.59	0.86	0.34	0.82	0.84	0.92	0.85	0.85	0.92	0.92
chr14	65675232	65675596	chr14	65675232	65675595	0.82	0.93	0.93	0.95	0.96	0.85	0.95	0.92	0.96	0.94	0.95	0.93	0.96	0.97	0.96	0.54	0.88	0.81	0.32	0.84	0.62	0.93	0.96	0.94	0.93	0.95	0.96	0.95	0.88	0.91	0.9
chr14	66288108	66288310	chr14	66288108	66288309	0.72	0.87	0.93	0.96	0.97	0.72	0.97	0.92	0.97	0.97	0.95	0.93	0.96	0.97	0.96	0.67	0.81	0.3	0.93	0.95	0.91	0.92	0.95	0.93	0.81	0.97	0.97	0.94	0.97	0.94	0.9
chr14	66423697	66423803	chr14	66423697	66423802	0.94	0.94	0.97	0.9	0.96	0.96	0.93	0.86	0.96	0.98	0.94	0.93	0.97	0.07	0.61	0.64	0.95	0.96	0.95	0.96	0.88	0.86	0.66	0.96	0.95	0.94	0.97	0.97	0.96	0.97	0.98
chr14	67289595	67290514	chr14	67289595	67290513	0.95	0.95	0.96	0.18	0.81	0.76	0.97	0.96	0.95	0.96	0.97	0.96	0.94	0.97	0.86	0.73	0.95	0.96	0.95	0.97	0.96	0.92	0.94	0.94	0.94	0.97	0.96	0.95	0.96	0.96	0.97
chr14	67934792	67935083	chr14	67934792	67935082	0.95	0.94	0.98	0.97	0.97	0.94	0.94	0.97	0.95	0.95	0.93	0.95	0.97	0.96	0.97	0.75	0.94	0.87	0.96	0.97	0.95	0.95	0.95	0.96	0.92	0.94	0.98	0.95	0.92	0.67	0.21
chr14	68194228	68194554	chr14	68194228	68194553	0.95	0.95	0.86	0.96	0.95	0.96	0.96	0.96	0.95	0.95	0.95	0.94	0.29	0.96	0.96	0.69	0.94	0.94	0.95	0.95	0.94	0.93	0.93	0.96	0.94	0.97	0.97	0.91	0.96	0.95	0.96
chr14	68233154	68233486	chr14	68233154	68233485	0.78	0.92	0.95	0.91	0.96	0.95	0.95	0.97	0.94	0.9	0.94	0.96	0.94	0.93	0.97	0.82	0.94	0.84	0.23	0.43	0.58	0.94	0.94	0.94	0.96	0.93	0.95	0.95	0.94	0.96	0.94
chr14	69157554	69158048	chr14	69157554	69158047	0.97	0.98	0.98	0.48	0.29	0.99	0.98	0.96	0.97	0.95	0.95	0.95	0.97	0.99	0.98	0.77	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.97	0.98	0.98	0.98
chr14	69248339	69248721	chr14	69248339	69248720	0.89	0.95	0.95	0.96	0.96	0.95	0.94	0.92	0.97	0.97	0.97	0.97	0.96	0.94	0.96	0.52	0.16	0.52	0.92	0.94	0.95	0.96	0.96	0.95	0.97	0.97	0.97	0.97	0.78	0.87	0.63
chr14	69464373	69465002	chr14	69464373	69465001	0.86	0.87	0.9	0.76	0.87	0.88	0.88	0.81	0.89	0.88	0.89	0.88	0.85	0.83	0.63	0.64	0.82	0.86	0.89	0.9	0.77	0.84	0.84	0.87	0.81	0.81	0.27	0.86	0.86	0.9	0.88
chr14	69643148	69643543	chr14	69643148	69643542	0.93	0.9	0.86	0.93	0.95	0.93	0.9	0.83	0.93	0.93	0.87	0.93	0.95	0.93	0.95	0.63	0.91	0.93	0.92	0.96	0.93	0.88	0.9	0.95	0.81	0.95	0.93	0.92	0.1	0.93	0.94
chr14	69666519	69666742	chr14	69666519	69666741	0.97	0.96	0.98	0.91	0.91	0.98	0.95	0.92	0.96	0.87	0.93	0.82	0.97	0.98	0.87	0.76	0.94	0.95	0.96	0.9	0.95	0.96	0.98	0.6	0.96	0.95	0.96	0.96	0.96	0.1	0.74
chr14	69672018	69672697	chr14	69672018	69672696	0.93	0.88	0.88	0.94	0.94	0.94	0.94	0.9	0.96	0.94	0.95	0.93	0.81	0.92	0.92	0.29	0.94	0.93	0.94	0.92	0.95	0.87	0.94	0.95	0.95	0.94	0.94	0.94	0.93	0.94	0.94
chr14	69713403	69713890	chr14	69713403	69713889	0.73	0.85	0.87	0.91	0.84	0.85	0.88	0.83	0.46	0.64	0.55	0.83	0.9	0.9	0.88	0.64	0.89	0.9	0.91	0.91	0.91	0.87	0.88	0.9	0.87	0.9	0.9	0.9	0.87	0.85	0.79
chr14	69924042	69924161	chr14	69924042	69924160	0.96	0.97	0.98	0.99	0.97	0.98	0.97	0.96	0.97	0.98	0.98	0.84	0.97	0.96	0.92	0.87	0.98	0.99	0.98	0.97	0.96	0.9	0.19	0.89	0.71	0.8	0.94	0.68	0.97	0.97	0.96
chr14	73391679	73391869	chr14	73391679	73391868	0.99	0.99	0.98	0.99	0.99	0.99	0.98	0.96	0.97	0.98	0.99	0.98	0.15	0.99	0.99	0.84	0.99	0.98	0.99	0.98	0.99	0.98	0.97	0.98	0.94	0.99	0.98	0.84	0.97	0.98	0.98
chr14	73570847	73571295	chr14	73570847	73571294	0.74	0.85	0.88	0.79	0.83	0.2	0.87	0.86	0.85	0.88	0.87	0.83	0.89	0.9	0.89	0.79	0.9	0.91	0.88	0.86	0.9	0.87	0.88	0.91	0.92	0.88	0.78	0.88	0.89	0.86	0.85
chr14	73628523	73628844	chr14	73628523	73628843	0.97	0.97	0.97	0.95	0.96	0.2	0.97	0.97	0.96	0.98	0.98	0.95	0.96	0.94	0.97	0.93	0.97	0.98	0.96	0.97	0.97	0.96	0.96	0.97	0.95	0.96	0.96	0.97	0.97	0.96	0.97
chr14	73743352	73743997	chr14	73743352	73743996	0.95	0.96	0.94	0.97	0.96	0.98	0.96	0.95	0.95	0.95	0.96	0.96	0.97	0.96	0.97	0.91	0.97	0.98	0.98	0.98	0.98	0.92	0.95	0.96	0.98	0.93	0.42	0.97	0.96	0.97	0.96
chr14	74114571	74114806	chr14	74114571	74114805	0.94	0.95	0.98	0.97	0.97	0.97	0.94	0.87	0.86	0.94	0.84	0.95	0.94	0.86	0.94	0.77	0.96	0.96	0.96	0.97	0.97	0.9	0.9	0.73	0.95	0.61	0.92	0.86	0.72	0.1	0.9
chr14	74297800	74298075	chr14	74297800	74298074	0.94	0.98	0.32	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.99	0.97	0.98	0.89	0.98	0.98	0.98	0.96	0.98	0.94	0.97	0.98	0.97	0.97	0.98	0.97	0.98	0.98	0.97
chr14	74513551	74513683	chr14	74513551	74513682	0.98	0.98	0.98	0.98	0.99	0.99	1.0	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.78	0.98	0.98	0.98	0.99	0.98	0.23	0.83	0.96	0.9	1.0	0.98	0.96	0.99	0.98	0.98
chr14	74796734	74797333	chr14	74796734	74797332	0.88	0.9	0.89	0.96	0.96	0.94	0.95	0.91	0.95	0.95	0.96	0.96	0.63	0.94	0.91	0.66	0.89	0.93	0.94	0.95	0.91	0.85	0.74	0.95	0.86	0.97	0.96	0.2	0.89	0.93	0.94
chr14	74849505	74849735	chr14	74849505	74849734	0.93	0.93	0.97	0.95	0.95	0.95	0.95	0.97	0.95	0.98	0.96	0.95	0.91	0.96	0.95	0.67	0.95	0.96	0.96	0.94	0.96	0.11	0.38	0.81	0.87	0.91	0.51	0.94	0.93	0.93	0.95
chr14	74957814	74958391	chr14	74957814	74958390	0.92	0.94	0.97	0.95	0.92	0.97	0.94	0.94	0.96	0.95	0.96	0.92	0.96	0.95	0.93	0.84	0.95	0.95	0.96	0.96	0.96	0.9	0.94	0.94	0.94	0.94	0.86	0.33	0.96	0.94	0.93
chr14	74976189	74977092	chr14	74976189	74977091	0.93	0.92	0.95	0.91	0.96	0.89	0.94	0.93	0.94	0.92	0.92	0.95	0.96	0.96	0.95	0.72	0.92	0.92	0.95	0.95	0.93	0.92	0.93	0.94	0.95	0.72	0.28	0.92	0.9	0.93	0.94
chr14	74983398	74983610	chr14	74983398	74983609	0.97	0.92	0.93	0.89	0.97	0.92	0.92	0.95	0.93	0.95	0.93	0.97	0.97	0.97	0.97	0.59	0.9	0.91	0.96	0.97	0.96	0.92	0.94	0.94	0.95	0.89	0.19	0.96	0.71	0.95	0.93
chr14	75149175	75149568	chr14	75149175	75149567	0.92	0.92	0.94	0.19	0.92	0.95	0.92	0.92	0.87	0.92	0.93	0.85	0.95	0.88	0.9	0.85	0.96	0.94	0.95	0.96	0.96	0.93	0.88	0.91	0.9	0.94	0.96	0.91	0.95	0.94	0.94
chr14	75363158	75363611	chr14	75363158	75363610	0.87	0.88	0.68	0.89	0.89	0.84	0.87	0.84	0.85	0.85	0.87	0.9	0.85	0.12	0.38	0.86	0.9	0.91	0.91	0.91	0.9	0.8	0.71	0.88	0.89	0.88	0.86	0.89	0.88	0.9	0.9
chr14	76524398	76524735	chr14	76524398	76524734	0.97	0.97	0.21	0.98	0.98	0.98	0.98	0.97	0.97	0.96	0.97	0.97	0.97	0.98	0.99	0.73	0.96	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98
chr14	76641863	76642294	chr14	76641863	76642293	0.93	0.94	0.94	0.73	0.94	0.96	0.96	0.93	0.39	0.57	0.92	0.92	0.94	0.95	0.95	0.82	0.96	0.95	0.96	0.96	0.96	0.95	0.95	0.93	0.94	0.96	0.95	0.94	0.95	0.94	0.95
chr14	77984469	77984510	chr14	77984469	77984509	0.8	0.96	0.97	0.97	0.99	0.98	0.99	0.99	0.99	0.96	0.99	0.99	0.98	0.98	0.98	0.92	0.98	0.97	0.2	0.95	0.83	0.99	0.99	0.99	0.99	1.0	1.0	1.0	0.99	0.99	0.99
chr14	78335320	78336276	chr14	78335320	78336275	0.93	0.95	0.97	0.89	0.96	0.96	0.84	0.96	0.96	0.96	0.95	0.86	0.94	0.68	0.4	0.87	0.95	0.95	0.96	0.96	0.96	0.92	0.9	0.96	0.96	0.95	0.96	0.92	0.94	0.96	0.95
chr14	81036896	81038017	chr14	81036896	81038016	0.76	0.83	0.85	0.75	0.85	0.83	0.83	0.75	0.82	0.84	0.86	0.78	0.85	0.83	0.72	0.61	0.83	0.85	0.86	0.85	0.83	0.82	0.84	0.37	0.58	0.57	0.83	0.84	0.83	0.81	0.82
chr14	81393413	81393551	chr14	81393413	81393550	0.98	0.96	0.14	0.94	0.97	0.98	0.93	0.96	0.97	0.97	0.96	0.98	0.97	0.97	0.99	0.76	0.98	0.98	0.98	0.97	0.97	0.95	0.93	0.98	0.95	0.97	0.98	0.96	0.96	0.98	0.99
chr14	81782797	81783192	chr14	81782797	81783191	0.94	0.97	0.97	0.99	0.99	0.99	0.95	0.97	0.99	0.98	0.99	0.96	0.98	0.9	0.95	0.85	0.95	0.96	0.99	0.92	0.96	0.78	0.18	0.91	0.96	0.99	0.98	0.96	0.98	0.98	0.97
chr14	81856493	81856863	chr14	81856493	81856864	0.94	0.92	0.91	0.93	0.92	0.93	0.91	0.92	0.93	0.93	0.92	0.8	0.87	0.93	0.59	0.73	0.91	0.92	0.93	0.91	0.93	0.84	0.88	0.81	0.23	0.76	0.91	0.92	0.91	0.93	0.95
chr14	81935606	81936372	chr14	81935606	81936371	0.97	0.97	0.98	0.98	0.98	0.96	0.97	0.11	0.98	0.98	0.98	0.98	0.96	0.97	0.95	0.8	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.99	0.97	0.98	0.98	0.98	0.98	0.98	0.98
chr14	81988529	81989826	chr14	81988529	81989825	0.92	0.91	0.9	0.91	0.91	0.92	0.91	0.22	0.86	0.88	0.91	0.91	0.93	0.92	0.93	0.78	0.93	0.93	0.93	0.89	0.93	0.9	0.9	0.87	0.93	0.94	0.91	0.89	0.88	0.91	0.92
chr14	81990942	81991704	chr14	81990942	81991703	0.91	0.92	0.9	0.94	0.93	0.85	0.9	0.26	0.91	0.94	0.93	0.93	0.93	0.93	0.92	0.8	0.93	0.95	0.94	0.94	0.9	0.91	0.91	0.89	0.92	0.92	0.93	0.93	0.92	0.9	0.91
chr14	81997730	81998180	chr14	81997730	81998179	0.9	0.9	0.92	0.92	0.93	0.93	0.87	0.17	0.87	0.88	0.88	0.92	0.94	0.92	0.92	0.79	0.93	0.9	0.94	0.93	0.92	0.91	0.91	0.93	0.94	0.93	0.91	0.93	0.93	0.9	0.92
chr14	85939469	85940355	chr14	85939469	85940354	0.84	0.82	0.84	0.83	0.86	0.71	0.22	0.51	0.71	0.72	0.79	0.83	0.85	0.83	0.83	0.54	0.73	0.78	0.82	0.84	0.74	0.84	0.85	0.84	0.84	0.84	0.86	0.86	0.84	0.79	0.8
chr14	86143083	86143161	chr14	86143083	86143160	0.97	0.98	0.97	0.98	0.98	0.88	0.99	0.97	0.93	0.92	0.87	0.96	0.98	0.98	0.99	0.77	0.96	0.96	0.96	0.97	0.98	0.2	0.94	0.93	0.95	0.96	0.96	0.97	0.95	0.96	0.96
chr14	86296866	86297151	chr14	86296866	86297150	0.91	0.86	0.94	0.95	0.96	0.89	0.95	0.91	0.92	0.9	0.92	0.88	0.95	0.9	0.93	0.62	0.93	0.95	0.95	0.96	0.93	0.93	0.95	0.24	0.61	0.8	0.83	0.95	0.92	0.88	0.91
chr14	88460302	88460578	chr14	88460302	88460577	0.93	0.89	0.92	0.93	0.92	0.92	0.87	0.82	0.8	0.85	0.83	0.91	0.91	0.93	0.92	0.31	0.91	0.89	0.91	0.9	0.92	0.91	0.92	0.91	0.92	0.92	0.93	0.91	0.9	0.92	0.89
chr14	89850171	89850775	chr14	89850171	89850774	0.91	0.91	0.94	0.9	0.79	0.95	0.94	0.74	0.94	0.93	0.93	0.94	0.93	0.94	0.95	0.82	0.93	0.85	0.92	0.94	0.17	0.92	0.92	0.94	0.94	0.96	0.95	0.95	0.93	0.89	0.91
chr14	90006938	90007031	chr14	90006938	90007030	0.99	0.99	0.99	1.0	0.96	0.99	0.98	0.98	0.99	0.99	1.0	0.99	0.99	0.99	0.99	0.85	0.99	0.98	0.98	0.99	0.99	0.96	0.15	0.96	0.88	0.99	1.0	0.96	0.97	0.98	0.99
chr14	90079846	90080371	chr14	90079846	90080370	0.83	0.89	0.67	0.74	0.87	0.9	0.88	0.87	0.89	0.9	0.92	0.9	0.91	0.57	0.87	0.6	0.33	0.73	0.86	0.89	0.79	0.86	0.76	0.88	0.87	0.85	0.91	0.88	0.85	0.89	0.88
chr14	90111700	90111939	chr14	90111700	90111938	0.99	1.0	1.0	1.0	0.99	1.0	1.0	0.98	0.99	0.99	1.0	1.0	0.99	0.99	1.0	0.87	1.0	1.0	1.0	0.99	1.0	1.0	1.0	0.99	0.99	1.0	1.0	1.0	0.99	0.98	0.05
chr14	90437958	90438621	chr14	90437958	90438620	0.82	0.84	0.85	0.86	0.85	0.86	0.86	0.82	0.79	0.81	0.84	0.84	0.87	0.84	0.84	0.64	0.86	0.87	0.79	0.22	0.86	0.83	0.84	0.86	0.85	0.84	0.84	0.84	0.84	0.84	0.83
